Random waveform, supplied seed
Total number of intervals = 143 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124, 72278, 47757, 60510, 25237, 97783, 118966, 16631, 11743, 115026, 122371, 7198, 25022, 157513, 171975, 154918, 139185, 152724, 20845, 140348, 88725, 134088, 66126, 78214, 55191, 54081, 112478, 179666, 100584, 127920, 6594, 25020, 129587, 10277, 148458, 66114, 49261, 133049, 106628, 23498, 103564, 161774, 39037, 163622, 132405, 131596, 174543, 90567)
Average QPS expected = 94260
Timestamp start: 1746896064800
Timestamp end: 1746897065133

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      252.0   147.6    86.8   138.9   154.8   245.3   274.9   291.5   303.5   317.6   337.5   368.8   448.5  1260.3  7180.7  16634.3    16631
read      250.6   119.9    93.8   141.6   158.8   243.5   272.3   288.8   300.4   315.1   334.7   365.9   452.8  1144.4  4825.1  11714.7    11743
read      337.4   356.5    80.4   135.7   150.7   256.5   314.1   346.1   371.2   403.3   459.8   861.9  1789.2  3608.1  7672.6 114928.6   115026
read      250.0   126.1    74.4   132.6   145.9   227.1   274.8   303.4   323.5   347.1   377.3   423.3   535.6  1352.6  3868.0 122256.6   122371
read      235.2   119.2    86.8   142.3   157.9   227.1   251.2   265.8   275.6   289.9   307.9   337.1   408.6  1183.5  5532.5   7215.1     7198
read      249.1    82.4    86.8   133.5   146.8   248.2   280.7   297.4   310.3   324.2   343.4   373.7   447.0   584.6  1917.1  25079.1    25022
read      592.7   618.0    80.4   183.4   211.1   318.6   399.9   637.6  1003.9  1317.7  1475.7  1682.6  2971.4  4672.6  8050.2 157375.0   157513
read      603.0   659.0    86.8   182.4   210.1   318.7   397.2   596.7   950.4  1317.3  1520.5  1785.1  3270.6  4766.3  8072.8 171899.3   171975
read      609.9   677.7    86.8   182.4   210.3   319.7   397.3   587.3   948.9  1325.4  1544.1  1836.6  3336.5  4948.3  8085.5 154920.4   154918
read      612.3   688.5    86.8   182.0   210.0   319.4   395.2   579.0   955.0  1337.6  1549.7  1843.6  3357.3  6220.5  8445.3 139168.1   139185
read      611.4   683.3    86.8   182.0   210.1   319.7   395.7   577.2   958.8  1338.9  1546.8  1837.8  3358.7  5015.7  8135.5 152768.9   152724
read      652.0   848.4    93.8   183.1   211.3   322.6   403.6   632.4  1003.7  1364.2  1568.3  1884.0  3719.4  8021.2 10154.3  20856.4    20845
read      613.3   688.7    80.4   181.9   210.2   319.5   394.4   573.1   953.7  1347.1  1558.8  1849.0  3381.6  5354.7  8102.4 140457.1   140348
read      618.7   711.5    93.8   182.4   210.5   319.9   395.1   579.4   964.5  1351.2  1559.3  1854.1  3453.9  7450.8  8409.9  88714.0    88725
read      600.7   674.2    86.8   181.4   208.5   314.5   388.1   577.1   929.5  1303.2  1520.6  1811.4  3281.4  5821.8  8108.0 134110.9   134088
read      575.7   669.4    93.8   178.9   203.5   305.5   391.3   601.8   846.1  1149.8  1425.7  1709.8  3107.6  7709.5  9471.5  66166.3    66126
read      530.2   592.8    86.8   173.6   194.4   297.6   399.4   570.3   735.5   960.9  1269.9  1579.1  2792.3  7508.8  8228.2  78242.3    78214
read      512.8   580.9    86.8   164.5   183.9   298.4   407.9   556.4   699.7   887.5  1169.3  1535.9  2661.2  7552.1  9352.4  55158.6    55191
read      478.4   493.5    86.8   151.5   171.8   304.1   402.2   517.4   631.1   782.4  1044.6  1482.0  2374.1  4061.8  8039.4  54063.9    54081
read      585.7   631.3    86.8   179.1   204.5   311.1   388.3   592.1   967.9  1309.6  1485.6  1721.0  2941.1  4990.0  8100.2 112362.4   112478
read      602.8   658.1    93.8   182.4   210.3   316.9   389.8   580.5   997.2  1345.5  1522.8  1768.3  3238.1  4829.2  8059.1 179723.4   179666
read      587.6   674.3    93.8   178.5   204.8   312.7   381.9   520.0   822.5  1256.7  1507.4  1795.0  3349.1  7073.6  8131.4 100812.0   100584
read      485.9   602.3    93.8   151.7   171.0   277.3   333.5   390.0   493.5   784.4  1273.0  1644.7  3058.3  5486.5  8100.4 128016.9   127920
read      434.1   861.2    93.8   133.8   147.5   230.4   289.1   340.3   400.7   520.5   750.7  1259.8  7002.5  8097.6 10214.8   6577.4     6594
read      248.5    88.2    86.8   132.5   146.1   244.7   281.2   300.3   314.0   330.2   350.2   382.6   453.8   565.8  2019.8  25112.1    25020
read      587.2   621.4    93.8   178.1   205.5   317.5   396.3   597.4   975.5  1316.8  1482.1  1689.0  2903.4  4676.1  8098.6 129586.4   129587
read      275.4   345.5    93.8   140.7   155.8   232.0   260.9   277.5   291.7   310.1   338.7   426.3  1312.6  7334.1  8090.4  10288.4    10277
read      604.2   632.4    86.8   183.8   212.4   322.1   401.6   640.8  1053.9  1357.9  1503.0  1709.6  3034.8  4653.6  8034.3 148368.0   148458
read      522.0   586.2    86.8   165.4   189.1   303.5   388.7   512.6   671.9   938.6  1307.0  1586.7  2797.4  7323.9  8920.9  66120.3    66114
read      260.0   111.0    86.8   127.5   139.2   255.0   305.1   329.9   346.3   365.5   388.7   422.8   492.3   651.5  2253.7  49123.9    49261
read      605.4   636.0    86.8   184.5   212.9   323.0   406.1   656.2  1054.4  1346.0  1495.1  1705.0  3068.2  4946.4  8071.0 133135.4   133049
read      578.2   648.6    86.8   176.7   202.6   317.0   403.3   592.0   844.1  1195.8  1456.2  1700.6  3125.3  6994.7  9292.5 106738.1   106628
read      286.4   262.8    86.8   136.1   150.2   249.1   287.0   308.9   325.2   346.7   385.0   510.1  1232.0  3258.4  7957.3  23535.1    23498
read      376.3   242.9    80.4   150.0   168.7   302.1   405.6   474.5   524.5   585.1   673.7   830.9  1201.5  1703.8  5674.4 103473.0   103564
read      599.7   626.3    86.8   184.9   212.8   322.1   409.2   655.2   991.1  1310.9  1487.7  1711.6  3038.4  4774.4  8089.7 162034.1   161774
read      425.4   513.2    86.8   145.6   165.9   275.3   335.1   389.8   459.4   608.9   884.6  1367.1  2321.1  7509.2  8981.2  39101.1    39037
read      604.2   643.0    86.8   183.9   212.1   322.5   403.1   636.3  1008.8  1335.6  1500.7  1720.2  3169.5  4967.0  8128.7 163529.4   163622
read      610.6   670.2    86.8   183.0   211.0   322.6   400.8   607.1   966.9  1331.7  1534.2  1816.7  3243.8  5118.2  8104.1 132412.1   132405
read      611.5   673.9    86.8   182.9   211.3   324.8   404.7   621.4   946.1  1306.5  1530.2  1820.2  3298.6  6002.9  8112.6 131726.6   131596
read      603.3   692.9    86.8   176.2   203.5   315.2   391.1   571.7   908.6  1301.4  1528.4  1829.3  3349.3  7328.4  8129.5  94174.4   174543
read     1508.5  2301.0   101.3   209.4   245.9   558.4  1055.8  1324.3  1482.5  1753.9  7047.2  7739.3  8097.3 10059.0 21057.2    939.4    90567

Total QPS = 93160.0 (93160032 / 1000.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 23010528151 bytes :   21.9 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
